id,rand,name,description,external_url,background_color,back,background,clothes,ears,ears back,face,forehead,glasses,eyes,hair_color,hair,hair back,hair middle,hands,mask,mouth,special1,special2,special3,water,water back,water top
1885,0.990747074,KMCXRP#1885,,,FFFFFF,None,Blue Green,green Uniform 4,yellow Zaku,yellow Zaku,3,None,None,black Boy,1,black Long,black Long,black Long,3 Ring,None,Neutral,Tear,None,None,Orange,Orange,Orange
1886,0.1498447184,KMCXRP#1886,,,FFFFFF,None,Yellow,purple Uniform 3,None,None,5,None,None,marron Wink,40,marron Dango,marron Dango,marron Dango,5 Palm,None,Sleepy,None,yellow Signal,None,Orange,Orange,Orange
1887,0.3316806807,KMCXRP#1887,,,FFFFFF,None,Red,light blue Uniform 5,None,None,5,purple Zaku,blue Steampunk,brown Tibrown,14,brown Short,brown Short,brown Short,5 Palm,pink Karasu,Tongue,None,None,None,Light Blue,Light Blue,Light Blue
1888,0.7645437563,KMCXRP#1888,,,FFFFFF,None,Purple,blue Uniform 7,None,None,3,None,None,marron Rounded,40,marron Princess,marron Princess,marron Princess,3 Piece,None,Candy,Tear,yellow Kitsune masuk,None,Pink,Pink,Pink
1889,0.5951949694,KMCXRP#1889,,,FFFFFF,None,Purple,pink Uniform 3,None,None,4,None,None,gray Cat,27,gray Twin tail,gray Twin tail,gray Twin tail,4 Grip,None,Surprised,None,green Beam,Glitter,Purple,Purple,Purple
1890,0.9847206242,KMCXRP#1890,,,FFFFFF,None,Blue Green,light blue China,blue green Headphone1,blue green Headphone1,1,None,red Cyber,red Wink,66,red Braid,red Braid,red Braid,1 Ring,orange jimu,Happy,None,None,None,Blue,Blue,Blue
1891,0.4118736249,KMCXRP#1891,,,FFFFFF,None,Yellow2,green Uniform 6,light blue Steampunk,light blue Steampunk,4,navy Jimu,None,yellow Boy,79,yellow Bob perm,yellow Bob perm,yellow Bob perm,4 Grip,None,Tired,Tattoo,None,None,Yellow,Yellow,Yellow
1892,0.7396676376,KMCXRP#1892,,,FFFFFF,None,Yellow2,orange Sukajan,None,None,4,None,None,marron Round,40,marron Long,marron Long,marron Long,4 Grip,None,Sleepy,None,None,None,Purple,Purple,Purple
1893,0.7460055046,KMCXRP#1893,,,FFFFFF,None,Blue,yellow Tank top,None,None,3,None,yellow Steampunk,marron Drooping,40,marron Shaggy,marron Shaggy,marron Shaggy,3 Palm,None,Surprised,None,None,Sun orange,Blue,Blue,Blue
1894,0.6358347442,KMCXRP#1894,,,FFFFFF,yellow Gun,Orange,purple Sukajan,None,None,4,blue Gandamu,None,yellow Soft,79,yellow Dango,yellow Dango,yellow Dango,4 Index finger,None,Happy,None,blue green Hannya mask,None,Red,Red,Red
1895,0.6795202644,KMCXRP#1895,,,FFFFFF,None,Green,orange Uniform 2,purple jimu,purple jimu,4,blue green Steampunk,None,yellow Rounded,79,yellow Bob perm,yellow Bob perm,yellow Bob perm,4 Palm,None,Candy,None,None,None,Pink,Pink,Pink
1896,0.4482157408,KMCXRP#1896,,,FFFFFF,purple Planet,Orange,green Uniform 2,light blue Gandamu,light blue Gandamu,3,None,None,marron Boy,40,marron Shaggy,marron Shaggy,marron Shaggy,3 Ring,None,Candy,None,None,None,Green,Green,Green
1897,0.7434557302,KMCXRP#1897,,,FFFFFF,purple Fish,Blue Green,blue Sukajan,None,None,5,light blue Zaku,purple Zaku,red Cat,66,red Princess,red Princess,red Princess,5 Ring,None,UWU,None,None,Sun red,Light Blue,Light Blue,Light Blue
1898,0.1269333105,KMCXRP#1898,,,FFFFFF,None,Blue Green,blue Uniform 10,blue Headphone1,blue Headphone1,1,red Zaku,None,black Shaped,1,black Dango,black Dango,black Dango,1 Piece,purple Steampunk,Candy,None,None,None,Red,Red,Red
1899,0.3477703387,KMCXRP#1899,,,FFFFFF,None,Green,orange Uniform 7,light blue Steampunk,light blue Steampunk,3,purple Steampunk,None,yellow Eyelashes,79,yellow Dango,yellow Dango,yellow Dango,3 Palm,red Gas mask3,Happy,None,red Nou mask,Sun blue,Light Blue,Light Blue,Light Blue
1900,0.738101763,KMCXRP#1900,,,FFFFFF,None,Purple,blue Uniform 2,None,None,5,None,blue Steampunk,gray Soft,27,gray Short,gray Short,gray Short,5 Grip,Green Steampunk,Neutral,None,None,None,Pink,Pink,Pink
1901,0.655210359,KMCXRP#1901,,,FFFFFF,blue green Controller,Green,light blue Uniform 4,None,None,3,blue green Steampunk,None,black Round,1,black Bob perm,black Bob perm,black Bob perm,3 Index finger,None,Candy,None,None,None,Green,Green,Green
1902,0.1536802809,KMCXRP#1902,,,FFFFFF,blue Controller,Pink,blue greenUniform 8,None,None,3,None,navy Zaku,orange Boy,53,orange Princess,orange Princess,orange Princess,3 Palm,blue green Gas mask2,Candy,None,None,None,Yellow,Yellow,Yellow
1903,0.6087444081,KMCXRP#1903,,,FFFFFF,None,Yellow2,yellow Uniform 5,None,None,5,orange Gandamu,None,yellow Boy,79,yellow Shaggy,yellow Shaggy,yellow Shaggy,5 Index finger,None,Serious,None,None,None,Pink,Pink,Pink
1904,0.84232596,KMCXRP#1904,,,FFFFFF,None,Blue Green,blue greenSukajan,None,None,5,None,None,gray Eyelashes,27,gray Long permanent,gray Long permanent,gray Long permanent,5 Index finger,None,Serious,None,None,None,Purple,Purple,Purple
1905,0.7167051058,KMCXRP#1905,,,FFFFFF,None,Purple,orange Uniform 7,yellow jimu,yellow jimu,2,None,None,black Rounded,1,black Bob perm,black Bob perm,black Bob perm,2 Piece,None,Tired,Tear,None,None,Yellow,Yellow,Yellow
1906,0.2931907621,KMCXRP#1906,,,FFFFFF,purple Octopus,Green,yellow Uniform 3,None,None,5,purple Steampunk,None,brown Drooping,14,brown Shaggy,brown Shaggy,brown Shaggy,5 Ring,yellow Gas mask2,Sleepy,None,None,None,Purple,Purple,Purple
1907,0.7277655762,KMCXRP#1907,,,FFFFFF,blue green Octopus,Pink,blue Jersey,red Karasu,red Karasu,4,light blue Steampunk,None,red Drooping,66,red Bob perm,red Bob perm,red Bob perm,4 Ring,orange Steampunk,Serious,None,None,None,Orange,Orange,Orange
1908,0.6937833406,KMCXRP#1908,,,FFFFFF,None,Pink,purple Uniform 9,red Zaku,red Zaku,4,red Steampunk,yellow Steampunk,orange Tiorange,53,orange Princess,orange Princess,orange Princess,4 Piece,None,Tongue,None,None,None,Red,Red,Red
1909,0.9823934425,KMCXRP#1909,,,FFFFFF,None,Blue,red Shirt,blue green Gandamu,blue green Gandamu,3,None,pink Round glasses,brown Serious,14,brown Long,brown Long,brown Long,3 Palm,None,Serious,None,None,None,Purple,Purple,Purple
1910,0.7636599942,KMCXRP#1910,,,FFFFFF,None,Yellow,red Uniform 3,light blue jimu,light blue jimu,5,None,yellow AR Glasses,black Shaped,1,black Braid,black Braid,black Braid,5 Piece,yellow Gas mask3,Serious,None,None,None,Blue Green,Blue Green,Blue Green
1911,0.1422535886,KMCXRP#1911,,,FFFFFF,pink Planet,Blue,light blue Overall,blue green jimu,blue green jimu,3,orange Jimu,None,yellow Shaped,79,yellow Bob,yellow Bob,yellow Bob,3 Palm,None,UWU,None,None,None,Blue,Blue,Blue
1912,0.6656708033,KMCXRP#1912,,,FFFFFF,None,Pink,navy Uniform 3,yellow Gandamu,yellow Gandamu,1,None,None,black Tiblack,1,black Shaggy,black Shaggy,black Shaggy,1 Grip,None,Happy,None,None,None,Purple,Purple,Purple
1913,0.1985897523,KMCXRP#1913,,,FFFFFF,None,Green,pink Uniform 10,None,None,4,None,None,red Boy,66,red Bob perm,red Bob perm,red Bob perm,4 Palm,None,Neutral,None,None,Sun green,Red,Red,Red
1914,0.7392455684,KMCXRP#1914,,,FFFFFF,blue green Fish,Orange,purple Uniform 8,navy Gandamu,navy Gandamu,3,blue green Zaku,purple Round glasses,brown Keen,14,brown Twin tail,brown Twin tail,brown Twin tail,3 Palm,None,Neutral,None,pink Beam,None,Light Blue,Light Blue,Light Blue
1915,0.309940892,KMCXRP#1915,,,FFFFFF,pink Angel Wings,Green,orange China,None,None,5,None,Green Karasu,gray Keen,27,gray Braid,gray Braid,gray Braid,5 Grip,orange jimu,UWU,None,None,None,Blue Green,Blue Green,Blue Green
1916,0.2548581432,KMCXRP#1916,,,FFFFFF,None,Blue,yellow T-shirt,None,None,2,None,None,brown Drooping,14,brown Princess,brown Princess,brown Princess,2 Grip,orange jimu,Happy,None,green Signal,Sun navy,Blue,Blue,Blue
1917,0.6743071211,KMCXRP#1917,,,FFFFFF,None,Yellow2,yellow T-shirt,None,None,3,None,None,gray Rounded,27,gray Bob perm,gray Bob perm,gray Bob perm,3 Piece,None,UWU,None,None,None,Navy,Navy,Navy
1918,0.320086461,KMCXRP#1918,,,FFFFFF,None,Blue Green,navy Shirt,red Gandamu,red Gandamu,1,None,None,gray Wink,27,gray Long permanent,gray Long permanent,gray Long permanent,1 Ring,None,Smile,None,None,None,Light Blue,Light Blue,Light Blue
1919,0.4973592409,KMCXRP#1919,,,FFFFFF,None,Pink,pink Uniform 6,None,None,5,navy Jimu,None,orange Quiet,53,orange Long permanent,orange Long permanent,orange Long permanent,5 Ring,navy Zaku,Tired,Tear,pink Nou mask,None,Light Blue,Light Blue,Light Blue
1920,0.5859384987,KMCXRP#1920,,,FFFFFF,purple Fish,Blue Green,yellow T-shirt,None,None,3,None,None,gray Keen,27,gray Short,gray Short,gray Short,3 Piece,orange Gas mask1,Serious,None,None,None,Navy,Navy,Navy
1921,0.2634012544,KMCXRP#1921,,,FFFFFF,blue green Fish,Red,orange T-shirt,pink Gandamu,pink Gandamu,3,None,light blue Scouter,orange Keen,53,orange Long permanent,orange Long permanent,orange Long permanent,3 Index finger,None,Sleepy,Tear,None,None,Purple,Purple,Purple
1922,0.1333198255,KMCXRP#1922,,,FFFFFF,None,Purple,navy Hooded sweatshirt,None,None,5,None,blue Gandamu,orange Keen,53,orange Twin tail,orange Twin tail,orange Twin tail,5 Ring,blue green Zaku,Happy,None,None,None,Blue Green,Blue Green,Blue Green
1923,0.1770840364,KMCXRP#1923,,,FFFFFF,navy Gun,Purple,green Sukajan,None,None,3,None,navy Round glasses,red Drooping,66,red Bob,red Bob,red Bob,3 Piece,None,Happy,None,None,None,Yellow,Yellow,Yellow
1924,0.2552761609,KMCXRP#1924,,,FFFFFF,None,Purple,navy Uniform 6,pink Gandamu,pink Gandamu,4,purple Zaku,None,red Cat,66,red Long,red Long,red Long,4 Index finger,None,Neutral,None,None,None,Purple,Purple,Purple
1925,0.4394963224,KMCXRP#1925,,,FFFFFF,None,Purple,light blue Sukajan,navy Zaku,navy Zaku,4,None,blue green Zaku,marron Quiet,40,marron Long,marron Long,marron Long,4 Ring,yellow Gas mask1,Surprised,None,None,None,Purple,Purple,Purple
1926,0.1981826434,KMCXRP#1926,,,FFFFFF,None,Orange,pink Uniform 2,red Steampunk,red Steampunk,5,None,Green Cyber,red Cat,66,red Twin tail,red Twin tail,red Twin tail,5 Ring,blue Normal,Surprised,None,None,None,Navy,Navy,Navy
1927,0.211013563,KMCXRP#1927,,,FFFFFF,None,Green,orange Uniform 5,blue green Headphone1,blue green Headphone1,4,navy Jimu,light blue Gandamu,red Drooping,66,red Princess,red Princess,red Princess,4 Piece,None,UWU,None,None,None,Orange,Orange,Orange
1928,0.9572208792,KMCXRP#1928,,,FFFFFF,None,Light Blue,blue greenUniform 6,None,None,3,purple Jimu,None,brown Serious,14,brown Bob perm,brown Bob perm,brown Bob perm,3 Grip,red Steampunk,UWU,None,None,None,Blue Green,Blue Green,Blue Green
1929,0.8445829013,KMCXRP#1929,,,FFFFFF,None,Purple,blue China,None,None,2,None,None,red Rounded,66,red Shaggy,red Shaggy,red Shaggy,2 Grip,None,Tongue,Tattoo,None,None,Pink,Pink,Pink
1930,0.1267617814,KMCXRP#1930,,,FFFFFF,None,Blue,green Tank top,orange Headphone1,orange Headphone1,2,blue Zaku,blue green Scouter,brown Eyelashes,14,brown Bob perm,brown Bob perm,brown Bob perm,2 Grip,None,Serious,None,None,None,Purple,Purple,Purple
1931,0.5369981542,KMCXRP#1931,,,FFFFFF,None,Green,yellow Overall,None,None,2,blue Jimu,purple AR Glasses,orange Tiorange,53,orange Short,orange Short,orange Short,2 Index finger,orange Gas mask2,Serious,None,None,Sun blue green,Green,Green,Green
1932,0.5387593972,KMCXRP#1932,,,FFFFFF,None,Yellow,pink Uniform 2,None,None,1,None,None,marron Quiet,40,marron Twin tail,marron Twin tail,marron Twin tail,1 Index finger,Green Gas mask1,Candy,Tattoo,None,None,Blue,Blue,Blue
1933,0.6228416683,KMCXRP#1933,,,FFFFFF,None,Yellow2,purple OL,None,None,2,None,None,yellow Round,79,yellow Bob,yellow Bob,yellow Bob,2 Ring,None,Smile,None,None,None,Light Blue,Light Blue,Light Blue
1934,0.9516830817,KMCXRP#1934,,,FFFFFF,None,Purple,navy Uniform 9,None,None,3,None,None,brown Rounded,14,brown Shaggy,brown Shaggy,brown Shaggy,3 Palm,None,UWU,None,None,Glitter,Blue Green,Blue Green,Blue Green
1935,0.6474246267,KMCXRP#1935,,,FFFFFF,None,Light Blue,orange Uniform 6,None,None,5,None,None,orange Tiorange,53,orange Bob perm,orange Bob perm,orange Bob perm,5 Piece,None,Surprised,Tattoo,None,None,Light Blue,Light Blue,Light Blue
1936,0.6142265376,KMCXRP#1936,,,FFFFFF,green Planet,Orange,red China,navy Steampunk,navy Steampunk,2,None,None,brown Drooping,14,brown Princess,brown Princess,brown Princess,2 Index finger,None,Neutral,None,None,None,Light Blue,Light Blue,Light Blue
1937,0.3131609177,KMCXRP#1937,,,FFFFFF,None,Orange,yellow Uniform 10,orange Gandamu,orange Gandamu,3,None,orange Scouter,orange Shaped,53,orange Twin tail,orange Twin tail,orange Twin tail,3 Ring,purple Gandamu,Happy,None,None,None,Pink,Pink,Pink
1938,0.8730058604,KMCXRP#1938,,,FFFFFF,None,Blue,navy Uniform 4,yellow Headphone1,yellow Headphone1,2,orange Zaku,None,brown Eyelashes,14,brown Bob,brown Bob,brown Bob,2 Grip,None,Serious,None,None,None,Green,Green,Green
1939,0.7508993433,KMCXRP#1939,,,FFFFFF,None,Pink,green Uniform 1,None,None,4,purple Steampunk,blue green Eye pad,gray Eyelashes,27,gray Bob,gray Bob,gray Bob,4 Grip,None,Serious,None,None,Sun orange,Green,Green,Green
1940,0.6382996875,KMCXRP#1940,,,FFFFFF,None,Red,light blue Sukajan,light blue Zaku,light blue Zaku,3,None,None,red Drooping,66,red Braid,red Braid,red Braid,3 Palm,None,Smile,None,None,None,Navy,Navy,Navy
1941,0.06698022673,KMCXRP#1941,,,FFFFFF,None,Light Blue,blue Uniform 2,None,None,3,None,None,brown Boy,14,brown Princess,brown Princess,brown Princess,3 Palm,None,Surprised,None,None,None,Pink,Pink,Pink
1942,0.9988166751,KMCXRP#1942,,,FFFFFF,None,Blue Green,blue greenT-shirt,None,None,4,None,None,orange Tiorange,53,orange Short,orange Short,orange Short,4 Index finger,None,Smile,None,red Hannya mask,None,Purple,Purple,Purple
1943,0.1419629664,KMCXRP#1943,,,FFFFFF,orange Lightsaber,Green,pink T-shirt,None,None,4,navy Steampunk,purple Steampunk,gray Keen,27,gray Bob perm,gray Bob perm,gray Bob perm,4 Index finger,yellow Gandamu,Sleepy,None,None,None,Light Blue,Light Blue,Light Blue
1944,0.383352141,KMCXRP#1944,,,FFFFFF,None,Light Blue,purple Uniform 9,None,None,2,None,None,yellow Shaped,79,yellow Long permanent,yellow Long permanent,yellow Long permanent,2 Grip,None,Tongue,Tear,None,None,Yellow,Yellow,Yellow
1945,0.4825060501,KMCXRP#1945,,,FFFFFF,None,Orange,red Uniform 3,None,None,1,orange Gandamu,None,gray Shaped,27,gray Short,gray Short,gray Short,1 Palm,Green Gandamu,Surprised,None,None,None,Yellow,Yellow,Yellow
1946,0.7174920961,KMCXRP#1946,,,FFFFFF,None,Yellow,light blue Jersey,None,None,4,blue green Jimu,None,brown Serious,14,brown Bob perm,brown Bob perm,brown Bob perm,4 Palm,None,Serious,None,None,None,Navy,Navy,Navy
1947,0.968808842,KMCXRP#1947,,,FFFFFF,None,Light Blue,red Uniform 5,light blue Gandamu,light blue Gandamu,1,None,yellow Karasu,yellow Tiyellow,79,yellow Long,yellow Long,yellow Long,1 Palm,None,Tired,None,None,None,Pink,Pink,Pink
1948,0.09634237889,KMCXRP#1948,,,FFFFFF,None,Purple,light blue China,orange Karasu,orange Karasu,1,None,blue Karasu,gray Wink,27,gray Braid,gray Braid,gray Braid,1 Palm,Green jimu,Happy,None,None,None,Pink,Pink,Pink
1949,0.4020097177,KMCXRP#1949,,,FFFFFF,green Octopus,Light Blue,navy Uniform 9,light blue Karasu,light blue Karasu,1,None,None,marron Soft,40,marron Long permanent,marron Long permanent,marron Long permanent,1 Palm,None,Serious,None,None,None,Pink,Pink,Pink
1950,0.6843269586,KMCXRP#1950,,,FFFFFF,None,Blue Green,green China,None,None,4,green Gandamu,pink Steampunk,gray Keen,27,gray Braid,gray Braid,gray Braid,4 Index finger,purple jimu,Surprised,None,None,None,Purple,Purple,Purple
1951,0.2852658927,KMCXRP#1951,,,FFFFFF,None,Pink,purple Uniform 6,blue green jimu,blue green jimu,3,pink Jimu,None,yellow Tiyellow,79,yellow Dango,yellow Dango,yellow Dango,3 Grip,None,Tongue,Tear,None,None,Blue,Blue,Blue
1952,0.2207676956,KMCXRP#1952,,,FFFFFF,None,Red,pink Uniform 3,None,None,4,None,blue green Karasu,red Round,66,red Long permanent,red Long permanent,red Long permanent,4 Palm,None,Sleepy,None,None,None,Purple,Purple,Purple
1953,0.6058320818,KMCXRP#1953,,,FFFFFF,orange mechanical feather,Yellow2,red China,None,None,5,light blue Steampunk,None,brown Cat,14,brown Princess,brown Princess,brown Princess,5 Index finger,None,Happy,None,None,Sun blue green,Navy,Navy,Navy
1954,0.5312013953,KMCXRP#1954,,,FFFFFF,None,Light Blue,red Hooded sweatshirt,blue green Zaku,blue green Zaku,1,navy Jimu,None,red Wink,66,red Bob,red Bob,red Bob,1 Ring,red Gas mask3,Surprised,None,None,None,Green,Green,Green
1955,0.0008460891048,KMCXRP#1955,,,FFFFFF,None,Pink,blue greenKimono,None,None,2,orange Gandamu,purple Zaku,orange Round,53,orange Long,orange Long,orange Long,2 Grip,None,Neutral,None,None,None,Orange,Orange,Orange
1956,0.4608124489,KMCXRP#1956,,,FFFFFF,None,Blue,blue Uniform 6,None,None,2,None,None,gray Rounded,27,gray Long,gray Long,gray Long,2 Piece,yellow Gas mask3,Tired,None,None,None,Navy,Navy,Navy
1957,0.4548828741,KMCXRP#1957,,,FFFFFF,orange devil's feather,Green,blue Kimono,purple Headphone2,purple Headphone2,3,yellow Steampunk,yellow Scouter,gray Soft,27,gray Long,gray Long,gray Long,3 Index finger,None,Candy,None,None,None,Green,Green,Green
1958,0.3151862438,KMCXRP#1958,,,FFFFFF,green Planet,Yellow2,blue Uniform 10,navy jimu,navy jimu,4,None,None,marron Timarron,40,marron Bob,marron Bob,marron Bob,4 Grip,orange Gas mask1,Serious,None,None,None,Blue,Blue,Blue
1959,0.101445845,KMCXRP#1959,,,FFFFFF,None,Red,red Hooded sweatshirt,yellow jimu,yellow jimu,5,None,None,black Quiet,1,black Long permanent,black Long permanent,black Long permanent,5 Piece,blue Steampunk,UWU,None,None,None,Yellow,Yellow,Yellow
1960,0.1376724514,KMCXRP#1960,,,FFFFFF,None,Light Blue,yellow Sukajan,None,None,2,None,None,red Eyelashes,66,red Princess,red Princess,red Princess,2 Grip,None,Smile,None,None,None,Yellow,Yellow,Yellow
1961,0.1828375119,KMCXRP#1961,,,FFFFFF,blue green Lightsaber,Red,orange Uniform 4,None,None,2,pink Steampunk,None,yellow Rounded,79,yellow Dango,yellow Dango,yellow Dango,2 Piece,None,UWU,None,None,None,Blue Green,Blue Green,Blue Green
1962,0.41046273,KMCXRP#1962,,,FFFFFF,light blue Controller,Orange,orange Uniform 1,green Karasu,green Karasu,1,blue green Zaku,None,red Quiet,66,red Bob perm,red Bob perm,red Bob perm,1 Piece,None,Tired,None,None,None,Yellow,Yellow,Yellow
1963,0.3033289775,KMCXRP#1963,,,FFFFFF,None,Yellow,pink Uniform 7,None,None,3,pink Steampunk,None,gray Soft,27,gray Bob,gray Bob,gray Bob,3 Index finger,light blue Normal,Candy,None,None,None,Red,Red,Red
1964,0.2421390006,KMCXRP#1964,,,FFFFFF,None,Pink,light blue T-shirt,red Gandamu,red Gandamu,1,yellow Jimu,None,marron Drooping,40,marron Bob perm,marron Bob perm,marron Bob perm,1 Palm,blue green Karasu,Smile,None,None,None,Red,Red,Red
1965,0.7198977556,KMCXRP#1965,,,FFFFFF,None,Blue,pink Sukajan,yellow Zaku,yellow Zaku,1,None,blue green AR Glasses,orange Serious,53,orange Short,orange Short,orange Short,1 Ring,None,Candy,None,None,None,Orange,Orange,Orange
1966,0.01765988355,KMCXRP#1966,,,FFFFFF,None,Blue,orange T-shirt,yellow Headphone2,yellow Headphone2,2,None,purple Zaku,black Soft,1,black Long permanent,black Long permanent,black Long permanent,2 Index finger,None,Smile,None,None,None,Red,Red,Red
1967,0.1243090981,KMCXRP#1967,,,FFFFFF,None,Purple,green OL,None,None,1,blue green Steampunk,Green Round glasses,marron Eyelashes,40,marron Short,marron Short,marron Short,1 Ring,pink Steampunk,Serious,Tear,None,None,Blue Green,Blue Green,Blue Green
1968,0.3228771703,KMCXRP#1968,,,FFFFFF,None,Blue Green,red T-shirt,red jimu,red jimu,5,None,None,black Boy,1,black Braid,black Braid,black Braid,5 Index finger,None,Surprised,Tattoo,None,None,Blue,Blue,Blue
1969,0.6418963536,KMCXRP#1969,,,FFFFFF,light blue Planet,Purple,orange Sukajan,None,None,3,None,None,orange Drooping,53,orange Bob perm,orange Bob perm,orange Bob perm,3 Index finger,blue green Gas mask3,Candy,None,None,None,Blue Green,Blue Green,Blue Green
1970,0.7156883591,KMCXRP#1970,,,FFFFFF,None,Red,blue Uniform 9,blue Karasu,blue Karasu,5,None,None,marron Eyelashes,40,marron Shaggy,marron Shaggy,marron Shaggy,5 Grip,None,Serious,None,None,None,Red,Red,Red
1971,0.2085873139,KMCXRP#1971,,,FFFFFF,None,Purple,orange Jersey,None,None,3,None,None,black Serious,1,black Bob,black Bob,black Bob,3 Palm,yellow Gas mask2,Surprised,None,None,None,Yellow,Yellow,Yellow
1972,0.3664347166,KMCXRP#1972,,,FFFFFF,None,Blue Green,purple Uniform 5,yellow Steampunk,yellow Steampunk,2,orange Zaku,None,orange Wink,53,orange Short,orange Short,orange Short,2 Index finger,orange Gandamu,UWU,None,None,None,Pink,Pink,Pink
1973,0.08169084587,KMCXRP#1973,,,FFFFFF,None,Pink,blue greenUniform 1,None,None,4,None,purple Scouter,brown Eyelashes,14,brown Twin tail,brown Twin tail,brown Twin tail,4 Index finger,None,Tired,None,None,None,Yellow,Yellow,Yellow
1974,0.5133769018,KMCXRP#1974,,,FFFFFF,None,Blue,blue greenSukajan,green Steampunk,green Steampunk,5,None,purple Eye pad,brown Cat,14,brown Twin tail,brown Twin tail,brown Twin tail,5 Piece,None,Candy,None,pink Hannya mask,None,Green,Green,Green
1975,0.6254907102,KMCXRP#1975,,,FFFFFF,orange Lightsaber,Yellow2,orange OL,pink Headphone1,pink Headphone1,2,None,red Eye pad,marron Wink,40,marron Bob,marron Bob,marron Bob,2 Grip,yellow Normal,Tongue,None,None,None,Pink,Pink,Pink
1976,0.122869678,KMCXRP#1976,,,FFFFFF,None,Light Blue,purple T-shirt,navy jimu,navy jimu,1,None,None,orange Cat,53,orange Bob,orange Bob,orange Bob,1 Grip,None,Candy,Tear,None,None,Yellow,Yellow,Yellow
1977,0.214204652,KMCXRP#1977,,,FFFFFF,None,Red,yellow T-shirt,None,None,4,None,None,orange Round,53,orange Long,orange Long,orange Long,4 Grip,None,Serious,Tear,None,None,Blue,Blue,Blue
1978,0.671693899,KMCXRP#1978,,,FFFFFF,red devil's feather,Orange,orange Uniform 1,None,None,2,None,blue jimu,orange Soft,53,orange Princess,orange Princess,orange Princess,2 Index finger,blue Normal,Candy,None,None,None,Orange,Orange,Orange
1979,0.7773961421,KMCXRP#1979,,,FFFFFF,None,Light Blue,red Uniform 8,yellow Zaku,yellow Zaku,3,yellow Zaku,None,marron Boy,40,marron Short,marron Short,marron Short,3 Piece,None,Sleepy,None,None,None,Purple,Purple,Purple
1980,0.9099861429,KMCXRP#1980,,,FFFFFF,None,Red,red Kimono,None,None,5,None,Green Cyber,orange Eyelashes,53,orange Princess,orange Princess,orange Princess,5 Index finger,None,Smile,None,None,None,Light Blue,Light Blue,Light Blue
1981,0.2321384668,KMCXRP#1981,,,FFFFFF,None,Blue Green,orange Uniform 4,None,None,1,orange Jimu,None,orange Serious,53,orange Long,orange Long,orange Long,1 Piece,blue green Gas mask3,Sleepy,None,None,None,Green,Green,Green
1982,0.1620630896,KMCXRP#1982,,,FFFFFF,red mechanical feather,Red,navy Jersey,None,None,5,None,light blue AR Glasses,orange Drooping,53,orange Short,orange Short,orange Short,5 Palm,blue green jimu,Candy,None,None,None,Blue,Blue,Blue
1983,0.4984125429,KMCXRP#1983,,,FFFFFF,None,Red,navy Sukajan,light blue jimu,light blue jimu,5,None,None,gray Boy,27,gray Bob perm,gray Bob perm,gray Bob perm,5 Grip,purple Karasu,Sleepy,None,None,None,Blue Green,Blue Green,Blue Green
1984,0.7895191325,KMCXRP#1984,,,FFFFFF,blue green Lightsaber,Blue,light blue Tank top,None,None,5,None,None,brown Drooping,14,brown Bob,brown Bob,brown Bob,5 Palm,None,Tired,None,None,None,Green,Green,Green
1985,0.5662886694,KMCXRP#1985,,,FFFFFF,None,Pink,yellow Tank top,light blue Karasu,light blue Karasu,2,None,light blue Steampunk,brown Cat,14,brown Short,brown Short,brown Short,2 Index finger,navy Gas mask2,Serious,None,green Beam,None,Pink,Pink,Pink
1986,0.002258787928,KMCXRP#1986,,,FFFFFF,pink Gun,Blue,red Uniform 1,None,None,1,None,navy Steampunk,orange Eyelashes,53,orange Braid,orange Braid,orange Braid,1 Ring,blue green Gas mask2,Tired,None,None,None,Pink,Pink,Pink
1987,0.9029347393,KMCXRP#1987,,,FFFFFF,green mechanical feather,Light Blue,red Jersey,None,None,4,None,Green Scouter,yellow Eyelashes,79,yellow Dango,yellow Dango,yellow Dango,4 Ring,blue green Normal,Tired,None,None,None,Blue,Blue,Blue
1988,0.1502114245,KMCXRP#1988,,,FFFFFF,None,Green,green T-shirt,orange Gandamu,orange Gandamu,2,purple Jimu,None,red Tired,66,red Dango,red Dango,red Dango,2 Grip,None,Tired,None,red Beam,None,Red,Red,Red
1989,0.4725734085,KMCXRP#1989,,,FFFFFF,green Planet,Orange,blue greenOverall,green jimu,green jimu,3,None,yellow Zaku,brown Quiet,14,brown Short,brown Short,brown Short,3 Grip,None,Happy,None,None,None,Yellow,Yellow,Yellow
1990,0.8685931327,KMCXRP#1990,,,FFFFFF,None,Green,pink Uniform 2,None,None,4,purple Steampunk,red Steampunk,brown Shaped,14,brown Dango,brown Dango,brown Dango,4 Index finger,blue green Karasu,Tired,None,None,None,Pink,Pink,Pink
1991,0.5519699648,KMCXRP#1991,,,FFFFFF,None,Light Blue,yellow Hooded sweatshirt,blue green Zaku,blue green Zaku,5,None,None,yellow Serious,79,yellow Shaggy,yellow Shaggy,yellow Shaggy,5 Grip,None,UWU,None,None,None,Yellow,Yellow,Yellow
1992,0.1555761763,KMCXRP#1992,,,FFFFFF,navy Angel Wings,Blue Green,green Hooded sweatshirt,orange jimu,orange jimu,1,None,None,gray Quiet,27,gray Long permanent,gray Long permanent,gray Long permanent,1 Index finger,None,Surprised,None,None,None,Yellow,Yellow,Yellow
