id,rand,name,description,external_url,background_color,back,background,clothes,ears,ears back,face,forehead,glasses,eyes,hair_color,hair,hair back,hair middle,hands,mask,mouth,special1,special2,special3,water,water back,water top
5478,0.596320862,KMCXRP#5478,,,FFFFFF,None,Light Blue,red Uniform 10,blue green Steampunk,blue green Steampunk,4,None,blue Steampunk,red Rounded,66,red Bob,red Bob,red Bob,4 Palm,None,Sleepy,None,None,None,Red,Red,Red
5479,0.339466253,KMCXRP#5479,,,FFFFFF,blue green Angel Wings,Purple,light blue Uniform 7,pink Karasu,pink Karasu,3,None,None,orange Quiet,53,orange Shaggy,orange Shaggy,orange Shaggy,3 Index finger,None,Serious,None,None,Sun purple,Yellow,Yellow,Yellow
5480,0.381942594,KMCXRP#5480,,,FFFFFF,None,Pink,pink Uniform 10,red jimu,red jimu,4,yellow Steampunk,orange Gandamu,black Tiblack,1,black Bob perm,black Bob perm,black Bob perm,4 Index finger,None,Sleepy,None,None,None,Purple,Purple,Purple
5481,0.388054397,KMCXRP#5481,,,FFFFFF,None,Orange,orange Hooded sweatshirt,None,None,1,None,purple Cyber,red Soft,66,red Short,red Short,red Short,1 Index finger,Green Steampunk,UWU,None,None,None,Green,Green,Green
5482,0.169617689,KMCXRP#5482,,,FFFFFF,None,Blue,yellow Uniform 7,blue green Steampunk,blue green Steampunk,4,None,None,marron Wink,40,marron Bob perm,marron Bob perm,marron Bob perm,4 Ring,blue Normal,Tired,None,None,None,Light Blue,Light Blue,Light Blue
5483,0.328538208,KMCXRP#5483,,,FFFFFF,blue devil's feather,Blue Green,red Uniform 4,None,None,3,orange Jimu,blue green Gandamu,black Round,1,black Short,black Short,black Short,3 Grip,navy Steampunk,UWU,None,None,Sun green,Blue Green,Blue Green,Blue Green
5484,0.151685256,KMCXRP#5484,,,FFFFFF,None,Blue Green,pink OL,None,None,5,red Jimu,None,gray Drooping,27,gray Bob perm,gray Bob perm,gray Bob perm,5 Index finger,pink Gandamu,Candy,None,None,None,Orange,Orange,Orange
5485,0.789192573,KMCXRP#5485,,,FFFFFF,blue devil's feather,Red,red OL,None,None,1,None,None,gray Boy,27,gray Long permanent,gray Long permanent,gray Long permanent,1 Ring,None,Surprised,None,None,None,Blue,Blue,Blue
5486,0.645365829,KMCXRP#5486,,,FFFFFF,light blue Fish,Orange,blue Uniform 3,red jimu,red jimu,1,yellow Steampunk,None,red Round,66,red Princess,red Princess,red Princess,1 Index finger,None,Candy,None,None,None,Yellow,Yellow,Yellow
5487,0.556379739,KMCXRP#5487,,,FFFFFF,None,Light Blue,purple Uniform 3,None,None,3,pink Steampunk,None,yellow Keen,79,yellow Bob perm,yellow Bob perm,yellow Bob perm,3 Palm,None,Surprised,None,None,None,Yellow,Yellow,Yellow
5488,0.352768589,KMCXRP#5488,,,FFFFFF,blue Lightsaber,Orange,pink T-shirt,None,None,3,green Jimu,purple Steampunk,gray Round,27,gray Bob,gray Bob,gray Bob,3 Piece,None,UWU,Tear,None,None,Pink,Pink,Pink
5489,0.734000808,KMCXRP#5489,,,FFFFFF,None,Blue Green,pink Sukajan,None,None,5,None,Green Steampunk,yellow Round,79,yellow Short,yellow Short,yellow Short,5 Palm,pink Karasu,Sleepy,None,None,Sun lite blue,Purple,Purple,Purple
5490,0.524305651,KMCXRP#5490,,,FFFFFF,None,Red,green Uniform 6,yellow jimu,yellow jimu,5,purple Zaku,Green Round glasses,black Boy,1,black Princess,black Princess,black Princess,5 Index finger,None,Sleepy,None,None,None,Blue Green,Blue Green,Blue Green
5491,0.826332729,KMCXRP#5491,,,FFFFFF,None,Pink,orange China,light blue Zaku,light blue Zaku,5,None,None,gray Soft,27,gray Shaggy,gray Shaggy,gray Shaggy,5 Grip,None,Tired,None,red Hannya mask,None,Navy,Navy,Navy
5492,0.03730266,KMCXRP#5492,,,FFFFFF,purple Octopus,Purple,red Uniform 3,None,None,4,yellow Zaku,blue green jimu,orange Cat,53,orange Twin tail,orange Twin tail,orange Twin tail,4 Piece,None,Serious,None,None,None,Navy,Navy,Navy
5493,0.66342851,KMCXRP#5493,,,FFFFFF,None,Green,pink Uniform 7,blue Gandamu,blue Gandamu,5,None,None,marron Cat,40,marron Twin tail,marron Twin tail,marron Twin tail,5 Palm,blue green Gas mask1,Serious,Tattoo,None,None,Blue Green,Blue Green,Blue Green
5494,0.4998358,KMCXRP#5494,,,FFFFFF,None,Blue,blue Uniform 1,None,None,2,None,yellow AR Glasses,orange Wink,53,orange Shaggy,orange Shaggy,orange Shaggy,2 Ring,None,Smile,None,purple Hannya mask,None,Blue,Blue,Blue
5495,0.897589194,KMCXRP#5495,,,FFFFFF,None,Purple,yellow Uniform 1,pink Karasu,pink Karasu,3,None,None,gray Tigray,27,gray Long permanent,gray Long permanent,gray Long permanent,3 Piece,None,Candy,None,None,None,Light Blue,Light Blue,Light Blue
5496,0.354237969,KMCXRP#5496,,,FFFFFF,blue Controller,Red,yellow Uniform 8,red Steampunk,red Steampunk,4,None,None,marron Boy,40,marron Bob perm,marron Bob perm,marron Bob perm,4 Palm,None,Candy,None,None,None,Light Blue,Light Blue,Light Blue
5497,0.463298831,KMCXRP#5497,,,FFFFFF,None,Purple,purple Uniform 6,None,None,2,None,None,brown Tibrown,14,brown Bob,brown Bob,brown Bob,2 Index finger,None,UWU,None,None,None,Green,Green,Green
5498,0.203471407,KMCXRP#5498,,,FFFFFF,None,Purple,yellow OL,None,None,4,purple Gandamu,None,brown Tibrown,14,brown Dango,brown Dango,brown Dango,4 Palm,None,Happy,None,None,None,Light Blue,Light Blue,Light Blue
5499,0.31867696,KMCXRP#5499,,,FFFFFF,None,Red,navy Uniform 9,green Gandamu,green Gandamu,1,blue green Steampunk,None,yellow Boy,79,yellow Bob perm,yellow Bob perm,yellow Bob perm,1 Piece,None,Candy,Tattoo,None,None,Yellow,Yellow,Yellow
5500,0.475442248,KMCXRP#5500,,,FFFFFF,purple Octopus,Yellow2,red Shirt,None,None,4,purple Jimu,orange Round glasses,black Keen,1,black Bob perm,black Bob perm,black Bob perm,4 Index finger,None,Smile,Tattoo,None,None,Blue Green,Blue Green,Blue Green
5501,0.646797433,KMCXRP#5501,,,FFFFFF,None,Yellow2,blue greenUniform 6,None,None,4,None,None,marron Serious,40,marron Short,marron Short,marron Short,4 Piece,None,Tired,None,None,None,Green,Green,Green
5502,0.224755348,KMCXRP#5502,,,FFFFFF,None,Yellow2,orange Uniform 10,None,None,5,None,None,orange Wink,53,orange Princess,orange Princess,orange Princess,5 Piece,None,Surprised,None,None,None,Orange,Orange,Orange
5503,0.67862458,KMCXRP#5503,,,FFFFFF,None,Pink,light blue OL,green Steampunk,green Steampunk,2,red Zaku,purple Zaku,brown Rounded,14,brown Bob perm,brown Bob perm,brown Bob perm,2 Ring,yellow Karasu,Neutral,None,None,None,Blue Green,Blue Green,Blue Green
5504,0.638409068,KMCXRP#5504,,,FFFFFF,None,Yellow2,pink Sukajan,pink Zaku,pink Zaku,3,purple Jimu,blue green Karasu,gray Boy,27,gray Princess,gray Princess,gray Princess,3 Index finger,None,UWU,None,None,None,Navy,Navy,Navy
5505,0.35992949,KMCXRP#5505,,,FFFFFF,navy Lightsaber,Orange,light blue Jersey,None,None,5,None,None,marron Drooping,40,marron Twin tail,marron Twin tail,marron Twin tail,5 Ring,None,Tongue,None,None,None,Green,Green,Green
5506,0.342176794,KMCXRP#5506,,,FFFFFF,None,Purple,red Uniform 10,green Karasu,green Karasu,5,blue Jimu,blue jimu,red Keen,66,red Bob perm,red Bob perm,red Bob perm,5 Palm,yellow Normal,Surprised,None,None,None,Blue,Blue,Blue
5507,0.192096788,KMCXRP#5507,,,FFFFFF,navy Controller,Orange,light blue Uniform 1,purple Steampunk,purple Steampunk,1,None,None,yellow Wink,79,yellow Shaggy,yellow Shaggy,yellow Shaggy,1 Piece,None,Surprised,None,None,None,Green,Green,Green
5508,0.219202341,KMCXRP#5508,,,FFFFFF,None,Yellow,orange Hooded sweatshirt,orange Headphone2,orange Headphone2,5,None,red Zaku,gray Keen,27,gray Long,gray Long,gray Long,5 Index finger,None,Neutral,None,None,None,Light Blue,Light Blue,Light Blue
5509,0.966567949,KMCXRP#5509,,,FFFFFF,None,Pink,pink Hooded sweatshirt,None,None,1,None,None,red Wink,66,red Bob perm,red Bob perm,red Bob perm,1 Piece,navy Karasu,Happy,None,None,None,Orange,Orange,Orange
5510,0.363564544,KMCXRP#5510,,,FFFFFF,None,Blue,red Uniform 3,blue green Headphone1,blue green Headphone1,1,light blue Zaku,None,brown Serious,14,brown Long,brown Long,brown Long,1 Grip,Green Zaku,Tongue,None,None,None,Light Blue,Light Blue,Light Blue
5511,0.535766555,KMCXRP#5511,,,FFFFFF,None,Green,red Uniform 3,None,None,4,None,None,yellow Quiet,79,yellow Long permanent,yellow Long permanent,yellow Long permanent,4 Palm,None,Sleepy,None,None,None,Yellow,Yellow,Yellow
5512,0.351781113,KMCXRP#5512,,,FFFFFF,None,Red,yellow Uniform 6,purple Zaku,purple Zaku,5,None,None,black Serious,1,black Long,black Long,black Long,5 Index finger,None,UWU,None,None,None,Yellow,Yellow,Yellow
5513,0.736315943,KMCXRP#5513,,,FFFFFF,None,Light Blue,orange Uniform 2,None,None,3,None,None,black Eyelashes,1,black Twin tail,black Twin tail,black Twin tail,3 Grip,None,Candy,None,None,None,Green,Green,Green
5514,0.96758814,KMCXRP#5514,,,FFFFFF,None,Light Blue,navy Shirt,orange Steampunk,orange Steampunk,5,None,None,red Soft,66,red Braid,red Braid,red Braid,5 Index finger,red Gandamu,Serious,None,None,None,Pink,Pink,Pink
5515,0.635417623,KMCXRP#5515,,,FFFFFF,None,Green,purple Kimono,green Gandamu,green Gandamu,1,orange Gandamu,None,yellow Eyelashes,79,yellow Short,yellow Short,yellow Short,1 Palm,blue Karasu,Sleepy,None,None,Sun blue,Yellow,Yellow,Yellow
5516,0.243637185,KMCXRP#5516,,,FFFFFF,purple mechanical feather,Pink,blue Uniform 10,pink Headphone2,pink Headphone2,4,None,yellow jimu,red Eyelashes,66,red Short,red Short,red Short,4 Ring,Green Gas mask3,Happy,None,None,None,Light Blue,Light Blue,Light Blue
5517,0.206259728,KMCXRP#5517,,,FFFFFF,None,Orange,yellow Uniform 6,light blue Headphone1,light blue Headphone1,3,None,None,gray Wink,27,gray Long,gray Long,gray Long,3 Ring,None,Surprised,None,purple Kitsune masuk,None,Red,Red,Red
5518,0.462411709,KMCXRP#5518,,,FFFFFF,None,Green,green Jersey,orange Headphone2,orange Headphone2,2,None,None,marron Shaped,40,marron Bob,marron Bob,marron Bob,2 Ring,blue Gandamu,Tired,None,None,Sun yellow,Light Blue,Light Blue,Light Blue
5519,0.666747254,KMCXRP#5519,,,FFFFFF,None,Orange,pink Kimono,green Gandamu,green Gandamu,2,None,blue green Gandamu,black Cat,1,black Short,black Short,black Short,2 Index finger,None,Tongue,Tattoo,None,None,Pink,Pink,Pink
5520,0.002717499,KMCXRP#5520,,,FFFFFF,red Fish,Green,pink Jersey,None,None,5,red Steampunk,None,black Cat,1,black Long permanent,black Long permanent,black Long permanent,5 Ring,yellow jimu,Surprised,None,None,Sun green,Green,Green,Green
5521,0.11678851,KMCXRP#5521,,,FFFFFF,yellow Lightsaber,Purple,blue greenOL,None,None,3,None,None,brown Keen,14,brown Dango,brown Dango,brown Dango,3 Piece,None,Smile,None,yellow Nou mask,None,Green,Green,Green
5522,0.433211892,KMCXRP#5522,,,FFFFFF,None,Pink,light blue Uniform 2,None,None,3,None,None,red Wink,66,red Bob,red Bob,red Bob,3 Piece,None,Smile,None,None,None,Orange,Orange,Orange
5523,0.877565898,KMCXRP#5523,,,FFFFFF,None,Blue Green,blue Shirt,None,None,4,None,None,red Keen,66,red Shaggy,red Shaggy,red Shaggy,4 Piece,Green Normal,Happy,None,None,None,Orange,Orange,Orange
5524,0.486892519,KMCXRP#5524,,,FFFFFF,None,Light Blue,purple Uniform 9,blue Headphone2,blue Headphone2,4,None,purple Gandamu,yellow Wink,79,yellow Shaggy,yellow Shaggy,yellow Shaggy,4 Index finger,red Zaku,Neutral,None,None,None,Pink,Pink,Pink
5525,0.432010046,KMCXRP#5525,,,FFFFFF,yellow Fish,Red,blue Kimono,None,None,3,None,light blue Cyber,yellow Cat,79,yellow Long,yellow Long,yellow Long,3 Palm,yellow Steampunk,Tongue,None,None,None,Yellow,Yellow,Yellow
5526,0.837183266,KMCXRP#5526,,,FFFFFF,blue green Flower,Yellow,purple OL,None,None,4,purple Steampunk,None,yellow Soft,79,yellow Long,yellow Long,yellow Long,4 Index finger,None,Happy,None,None,None,Orange,Orange,Orange
5527,0.965066681,KMCXRP#5527,,,FFFFFF,blue Angel Wings,Yellow2,blue Hooded sweatshirt,orange jimu,orange jimu,5,blue green Gandamu,None,yellow Rounded,79,yellow Twin tail,yellow Twin tail,yellow Twin tail,5 Palm,None,Sleepy,None,light blue Kitsune masuk,None,Pink,Pink,Pink
5528,0.414770199,KMCXRP#5528,,,FFFFFF,green devil's feather,Yellow2,light blue Uniform 4,navy jimu,navy jimu,4,blue Steampunk,None,gray Cat,27,gray Twin tail,gray Twin tail,gray Twin tail,4 Grip,None,Neutral,None,None,None,Orange,Orange,Orange
5529,0.846891981,KMCXRP#5529,,,FFFFFF,None,Blue Green,purple Jersey,yellow Zaku,yellow Zaku,5,blue Gandamu,None,gray Cat,27,gray Long permanent,gray Long permanent,gray Long permanent,5 Index finger,yellow Gas mask1,Serious,None,yellow Kitsune masuk,None,Red,Red,Red
5530,0.222820079,KMCXRP#5530,,,FFFFFF,None,Red,green T-shirt,None,None,2,None,None,yellow Serious,79,yellow Bob perm,yellow Bob perm,yellow Bob perm,2 Ring,orange Karasu,Candy,None,None,None,Blue,Blue,Blue
5531,0.649064569,KMCXRP#5531,,,FFFFFF,None,Purple,blue Uniform 4,blue Steampunk,blue Steampunk,5,pink Gandamu,None,marron Wink,40,marron Shaggy,marron Shaggy,marron Shaggy,5 Ring,None,Serious,None,None,None,Red,Red,Red
5532,0.735445212,KMCXRP#5532,,,FFFFFF,None,Light Blue,orange Sukajan,light blue jimu,light blue jimu,1,purple Steampunk,None,yellow Wink,79,yellow Long permanent,yellow Long permanent,yellow Long permanent,1 Piece,None,UWU,None,blue Hannya mask,None,Blue Green,Blue Green,Blue Green
5533,0.356110808,KMCXRP#5533,,,FFFFFF,red Flower,Blue,blue Uniform 9,None,None,4,None,None,brown Rounded,14,brown Long,brown Long,brown Long,4 Grip,red Normal,Sleepy,None,None,None,Pink,Pink,Pink
5534,0.399676556,KMCXRP#5534,,,FFFFFF,None,Pink,blue Uniform 9,None,None,2,red Jimu,None,marron Cat,40,marron Long permanent,marron Long permanent,marron Long permanent,2 Index finger,purple Gandamu,UWU,None,None,None,Purple,Purple,Purple
5535,0.770581195,KMCXRP#5535,,,FFFFFF,None,Yellow2,orange Jersey,yellow jimu,yellow jimu,5,None,blue green Round glasses,black Round,1,black Short,black Short,black Short,5 Ring,light blue Gandamu,Tired,None,None,None,Green,Green,Green
5536,0.044811122,KMCXRP#5536,,,FFFFFF,None,Green,light blue Uniform 1,None,None,5,None,None,orange Soft,53,orange Dango,orange Dango,orange Dango,5 Palm,yellow Steampunk,Tongue,None,None,None,Blue Green,Blue Green,Blue Green
5537,0.913691409,KMCXRP#5537,,,FFFFFF,None,Green,orange Uniform 1,None,None,5,blue green Zaku,None,marron Keen,40,marron Short,marron Short,marron Short,5 Ring,None,Smile,None,None,None,Red,Red,Red
5538,0.06547209,KMCXRP#5538,,,FFFFFF,light blue Controller,Green,orange Overall,None,None,2,None,None,orange Shaped,53,orange Twin tail,orange Twin tail,orange Twin tail,2 Index finger,Green Zaku,Smile,None,None,None,Yellow,Yellow,Yellow
5539,0.714878505,KMCXRP#5539,,,FFFFFF,None,Red,orange Hooded sweatshirt,blue green Headphone1,blue green Headphone1,1,pink Jimu,None,yellow Round,79,yellow Princess,yellow Princess,yellow Princess,1 Ring,None,Surprised,None,None,None,Pink,Pink,Pink
5540,0.657353075,KMCXRP#5540,,,FFFFFF,None,Blue Green,navy Uniform 1,None,None,1,None,None,orange Soft,53,orange Bob perm,orange Bob perm,orange Bob perm,1 Ring,None,Serious,None,None,None,Purple,Purple,Purple
5541,0.947872287,KMCXRP#5541,,,FFFFFF,None,Green,blue greenUniform 1,light blue Headphone1,light blue Headphone1,2,orange Gandamu,None,brown Quiet,14,brown Braid,brown Braid,brown Braid,2 Grip,None,Surprised,None,None,None,Green,Green,Green
5542,0.609322052,KMCXRP#5542,,,FFFFFF,None,Blue,purple Uniform 6,None,None,4,light blue Jimu,yellow Gandamu,red Boy,66,red Bob perm,red Bob perm,red Bob perm,4 Palm,blue green Gas mask2,Smile,None,None,None,Green,Green,Green
5543,0.209020077,KMCXRP#5543,,,FFFFFF,None,Purple,blue Jersey,pink Steampunk,pink Steampunk,2,blue green Zaku,None,black Cat,1,black Braid,black Braid,black Braid,2 Ring,None,Serious,None,None,None,Orange,Orange,Orange
5544,0.79487704,KMCXRP#5544,,,FFFFFF,None,Light Blue,purple Uniform 1,None,None,4,green Jimu,None,brown Tibrown,14,brown Bob perm,brown Bob perm,brown Bob perm,4 Palm,None,Happy,None,None,None,Navy,Navy,Navy
5545,0.512232725,KMCXRP#5545,,,FFFFFF,None,Green,light blue T-shirt,None,None,4,pink Gandamu,None,orange Eyelashes,53,orange Princess,orange Princess,orange Princess,4 Ring,None,Happy,None,blue Hannya mask,None,Purple,Purple,Purple
5546,0.553038714,KMCXRP#5546,,,FFFFFF,None,Orange,pink Uniform 6,blue jimu,blue jimu,4,None,red Round glasses,marron Soft,40,marron Shaggy,marron Shaggy,marron Shaggy,4 Palm,None,Neutral,Tear,None,None,Yellow,Yellow,Yellow
5547,0.576266412,KMCXRP#5547,,,FFFFFF,None,Light Blue,purple Jersey,None,None,3,None,pink Cyber,marron Round,40,marron Short,marron Short,marron Short,3 Piece,purple jimu,UWU,None,None,None,Light Blue,Light Blue,Light Blue
5548,0.237421264,KMCXRP#5548,,,FFFFFF,None,Blue,blue Uniform 6,None,None,3,red Jimu,None,red Boy,66,red Bob perm,red Bob perm,red Bob perm,3 Palm,Green Gas mask3,Surprised,None,None,None,Light Blue,Light Blue,Light Blue
5549,0.151969715,KMCXRP#5549,,,FFFFFF,pink Flower,Pink,green Uniform 10,pink Headphone2,pink Headphone2,3,None,orange Eye pad,black Cat,1,black Twin tail,black Twin tail,black Twin tail,3 Grip,None,Candy,None,None,None,Orange,Orange,Orange
5550,0.866860898,KMCXRP#5550,,,FFFFFF,purple Controller,Yellow2,purple Overall,red Karasu,red Karasu,2,orange Gandamu,None,brown Eyelashes,14,brown Short,brown Short,brown Short,2 Piece,None,Tired,None,None,None,Blue Green,Blue Green,Blue Green
5551,0.343086632,KMCXRP#5551,,,FFFFFF,green Octopus,Yellow2,blue greenJersey,None,None,4,None,None,black Soft,1,black Braid,black Braid,black Braid,4 Piece,None,Tired,Tattoo,None,None,Pink,Pink,Pink
5552,0.696634004,KMCXRP#5552,,,FFFFFF,red Octopus,Light Blue,pink Uniform 7,None,None,4,None,navy AR Glasses,black Drooping,1,black Long permanent,black Long permanent,black Long permanent,4 Grip,None,Serious,None,None,None,Purple,Purple,Purple
5553,0.143314418,KMCXRP#5553,,,FFFFFF,None,Blue Green,orange Uniform 2,None,None,1,red Zaku,None,black Shaped,1,black Short,black Short,black Short,1 Piece,yellow Karasu,UWU,Tattoo,None,None,Red,Red,Red
5554,0.701635069,KMCXRP#5554,,,FFFFFF,None,Purple,red Uniform 3,None,None,5,None,None,brown Wink,14,brown Princess,brown Princess,brown Princess,5 Index finger,None,Sleepy,None,None,Sun navy,Pink,Pink,Pink
5555,0.689295272,KMCXRP#5555,,,FFFFFF,light blue Planet,Green,blue greenOverall,blue Karasu,blue Karasu,1,blue green Jimu,navy Cyber,orange Quiet,53,orange Bob perm,orange Bob perm,orange Bob perm,1 Ring,None,UWU,None,None,None,Orange,Orange,Orange
5556,0.118191376,KMCXRP#5556,,,FFFFFF,None,Yellow2,light blue China,None,None,3,None,None,marron Boy,40,marron Long,marron Long,marron Long,3 Piece,None,Tongue,None,None,None,Pink,Pink,Pink
5557,0.624428971,KMCXRP#5557,,,FFFFFF,None,Yellow,light blue Uniform 2,blue Headphone1,blue Headphone1,5,red Zaku,None,red Eyelashes,66,red Princess,red Princess,red Princess,5 Piece,None,Happy,None,None,None,Blue,Blue,Blue
5558,0.916384643,KMCXRP#5558,,,FFFFFF,None,Purple,orange Uniform 5,blue Zaku,blue Zaku,5,orange Jimu,orange Scouter,brown Boy,14,brown Short,brown Short,brown Short,5 Piece,None,Smile,None,None,None,Pink,Pink,Pink
5559,0.607800158,KMCXRP#5559,,,FFFFFF,None,Orange,orange China,red jimu,red jimu,3,navy Jimu,None,gray Cat,27,gray Long,gray Long,gray Long,3 Palm,None,Happy,None,None,None,Purple,Purple,Purple
5560,0.097367608,KMCXRP#5560,,,FFFFFF,None,Blue,light blue Hooded sweatshirt,blue green Headphone2,blue green Headphone2,4,None,None,red Cat,66,red Long,red Long,red Long,4 Grip,None,Neutral,None,None,None,Purple,Purple,Purple
5561,0.2777264,KMCXRP#5561,,,FFFFFF,light blue Planet,Green,yellow Uniform 5,None,None,4,None,None,gray Boy,27,gray Braid,gray Braid,gray Braid,4 Palm,None,Candy,None,None,None,Purple,Purple,Purple
5562,0.148368378,KMCXRP#5562,,,FFFFFF,blue Octopus,Yellow2,orange Shirt,None,None,2,None,red Round glasses,gray Shaped,27,gray Princess,gray Princess,gray Princess,2 Grip,None,Surprised,None,blue Signal,Sun green,Pink,Pink,Pink
5563,0.79767353,KMCXRP#5563,,,FFFFFF,None,Green,light blue Shirt,None,None,1,purple Gandamu,None,marron Boy,40,marron Short,marron Short,marron Short,1 Ring,blue Karasu,Surprised,None,None,None,Light Blue,Light Blue,Light Blue
5564,0.6006595,KMCXRP#5564,,,FFFFFF,None,Yellow,blue Shirt,None,None,5,blue green Zaku,None,red Keen,66,red Short,red Short,red Short,5 Palm,None,Smile,None,None,None,Red,Red,Red
5565,0.646407826,KMCXRP#5565,,,FFFFFF,None,Green,pink Uniform 4,navy Karasu,navy Karasu,2,None,light blue Scouter,brown Wink,14,brown Bob,brown Bob,brown Bob,2 Piece,purple Gas mask2,Smile,None,None,None,Navy,Navy,Navy
5566,0.072142682,KMCXRP#5566,,,FFFFFF,None,Blue,light blue Kimono,None,None,3,None,None,gray Round,27,gray Shaggy,gray Shaggy,gray Shaggy,3 Index finger,None,Sleepy,None,None,None,Orange,Orange,Orange
5567,0.252734592,KMCXRP#5567,,,FFFFFF,None,Red,green Uniform 3,None,None,1,None,None,black Shaped,1,black Twin tail,black Twin tail,black Twin tail,1 Index finger,None,Happy,None,None,None,Blue Green,Blue Green,Blue Green
5568,0.226405547,KMCXRP#5568,,,FFFFFF,None,Orange,yellow Uniform 1,green Steampunk,green Steampunk,2,yellow Zaku,None,yellow Quiet,79,yellow Shaggy,yellow Shaggy,yellow Shaggy,2 Piece,None,Happy,None,blue green Kitsune masuk,None,Yellow,Yellow,Yellow
5569,0.872112572,KMCXRP#5569,,,FFFFFF,None,Yellow2,blue greenUniform 3,None,None,2,light blue Gandamu,None,black Shaped,1,black Dango,black Dango,black Dango,2 Piece,blue Gandamu,Candy,None,None,None,Navy,Navy,Navy
5570,0.924806863,KMCXRP#5570,,,FFFFFF,yellow mechanical feather,Light Blue,orange Uniform 6,green Karasu,green Karasu,5,light blue Gandamu,None,yellow Serious,79,yellow Twin tail,yellow Twin tail,yellow Twin tail,5 Grip,None,Tired,None,None,None,Green,Green,Green
5571,0.227559621,KMCXRP#5571,,,FFFFFF,navy Lightsaber,Light Blue,yellow Hooded sweatshirt,orange jimu,orange jimu,1,None,None,black Cat,1,black Short,black Short,black Short,1 Grip,None,Tired,None,None,None,Light Blue,Light Blue,Light Blue
5572,0.308629722,KMCXRP#5572,,,FFFFFF,None,Yellow2,pink Uniform 2,None,None,4,None,None,brown Drooping,14,brown Shaggy,brown Shaggy,brown Shaggy,4 Palm,None,Surprised,None,None,None,Navy,Navy,Navy
5573,0.625928737,KMCXRP#5573,,,FFFFFF,yellow Fish,Pink,blue Hooded sweatshirt,blue Steampunk,blue Steampunk,2,None,None,gray Cat,27,gray Braid,gray Braid,gray Braid,2 Index finger,None,Tongue,Tattoo,None,None,Purple,Purple,Purple
5574,0.336524221,KMCXRP#5574,,,FFFFFF,None,Light Blue,light blue Overall,None,None,2,None,blue Eye pad,marron Quiet,40,marron Princess,marron Princess,marron Princess,2 Grip,None,Happy,None,None,None,Blue Green,Blue Green,Blue Green
5575,0.76381061,KMCXRP#5575,,,FFFFFF,None,Light Blue,navy Uniform 3,light blue Headphone1,light blue Headphone1,2,None,Green Gandamu,yellow Quiet,79,yellow Princess,yellow Princess,yellow Princess,2 Palm,None,Surprised,None,None,None,Red,Red,Red
5576,0.270878453,KMCXRP#5576,,,FFFFFF,navy Controller,Green,blue Overall,light blue Gandamu,light blue Gandamu,3,None,None,yellow Tiyellow,79,yellow Princess,yellow Princess,yellow Princess,3 Grip,light blue Normal,Tired,None,None,None,Blue Green,Blue Green,Blue Green
5577,0.271612921,KMCXRP#5577,,,FFFFFF,None,Blue,navy Uniform 2,pink Headphone1,pink Headphone1,5,pink Steampunk,pink Karasu,red Boy,66,red Short,red Short,red Short,5 Piece,red Normal,Smile,None,None,None,Orange,Orange,Orange
5578,0.998576251,KMCXRP#5578,,,FFFFFF,None,Purple,blue Hooded sweatshirt,orange Headphone2,orange Headphone2,4,None,None,brown Serious,14,brown Princess,brown Princess,brown Princess,4 Grip,None,UWU,None,None,None,Light Blue,Light Blue,Light Blue
5579,0.242001627,KMCXRP#5579,,,FFFFFF,None,Purple,yellow Uniform 10,green Headphone1,green Headphone1,1,blue Jimu,None,red Cat,66,red Twin tail,red Twin tail,red Twin tail,1 Index finger,None,Surprised,None,None,None,Pink,Pink,Pink
5580,0.770608901,KMCXRP#5580,,,FFFFFF,None,Yellow2,pink China,None,None,5,blue Steampunk,None,marron Soft,40,marron Bob,marron Bob,marron Bob,5 Index finger,blue Gas mask3,Tired,Tattoo,None,None,Yellow,Yellow,Yellow
5581,0.84771958,KMCXRP#5581,,,FFFFFF,None,Blue Green,blue greenUniform 4,None,None,4,blue green Zaku,None,orange Boy,53,orange Shaggy,orange Shaggy,orange Shaggy,4 Piece,None,Sleepy,None,None,None,Orange,Orange,Orange
5582,0.725620798,KMCXRP#5582,,,FFFFFF,None,Red,blue Uniform 6,None,None,2,None,blue green Karasu,red Cat,66,red Long,red Long,red Long,2 Index finger,blue Zaku,Sleepy,None,None,None,Green,Green,Green
5583,0.487297158,KMCXRP#5583,,,FFFFFF,None,Orange,navy Sukajan,green Zaku,green Zaku,5,green Gandamu,blue green Scouter,yellow Keen,79,yellow Bob perm,yellow Bob perm,yellow Bob perm,5 Index finger,None,Tongue,None,None,Glitter,Red,Red,Red
5584,0.339725271,KMCXRP#5584,,,FFFFFF,None,Light Blue,light blue Uniform 9,None,None,2,green Jimu,None,gray Keen,27,gray Dango,gray Dango,gray Dango,2 Palm,None,Tired,None,yellow Kitsune masuk,None,Light Blue,Light Blue,Light Blue
5585,0.28444197,KMCXRP#5585,,,FFFFFF,pink Gun,Blue Green,yellow Uniform 6,None,None,2,green Steampunk,None,brown Quiet,14,brown Dango,brown Dango,brown Dango,2 Ring,None,Serious,None,None,None,Purple,Purple,Purple
5586,0.024489816,KMCXRP#5586,,,FFFFFF,None,Yellow2,red Uniform 3,None,None,1,None,None,yellow Cat,79,yellow Dango,yellow Dango,yellow Dango,1 Piece,purple Normal,Candy,None,None,Sun blue green,Purple,Purple,Purple
